reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
2a3449ae-a3d6-4852-bd86-f03b970b60db,Temu Coupon Code- afg631ᒿ7,https://play-lh.googleusercontent.com/a-/ALV-UjUvZuQBfhqaoUvwFPrRT8CjrURtP-ebvY2XW92uGiypN2IVHKeF,"Enter Coupon in temu profile to get $100. Temu app comes with quality products that make millions of dollars every year. For example, on Mobile when you're using a app and someone send you a friend request it use to be at the bottom of the jump button but they changed it. Instead, it takes up the whole screen. When playing games it can be difficult to play. Another problem I have is how small the jump button is. I know sone of you IOS and mobile players agree. But anyway there are a few more.",4,582,2.62.1,2024-04-26 13:29:24,,,2.62.1
fdd7de9f-b400-4c4f-bc61-3ffa5a9014d9,Temu Coupon- afg631ᒿ7,https://play-lh.googleusercontent.com/a-/ALV-UjXMGit5QRHwACuJ5Bu5qyaD9yqeczqYsNQltsfoz5BGVvXoiLBh,"Enter Coupon in temu profile to get $100. Temu is fine & back. It seems like every other apps there's an Error Mesage, sometimes it'll 3 times in a row and that's just trying to start temu. Then it's been doing this glitch where, at the beginning of the race for about 4 seconds, it'll just stall and focus on the finish line, then it'll let me play, but by the time that happens, I've lost 4-5 seconds of the game. The other complaint is that it'll tell me I'm eliminated when its clear I havent.",3,354,2.62.1,2024-04-27 11:58:43,,,2.62.1
4f97a1cc-0a67-4baf-a8be-60e60591b086,Mike O.,https://play-lh.googleusercontent.com/a-/ALV-UjVpDr7hFYMKqvPStdgtTHj-xAX1a2JrGsr-9o_6T79TymrU6Jqx,"So yes the items you get work, and you can find some cheap items on here, but the prices are steadily creeping up. However they've started this new hyper predatory push for deals and gifts, which are very much a scam, or at the very least out right deception. The free gifts are nearly impossible to get, you need atleast 20 new sign ups to get it, it will count down by .01 ever new invite eventually. For their credits, they will inflate the cost to make the deal look good.",1,126,2.62.1,2024-04-26 20:15:57,,,2.62.1
fc1f309a-a1f2-478a-8dd4-6e661752cce8,Gerald Darden,https://play-lh.googleusercontent.com/a-/ALV-UjUF9adZe45c0zCBnmgR7MRO2vddlMT2f5aTLYlPlOlH4myTbTIMAg,"I avoided this app for a while because of bad experiences with Wish. I finally gave in & made 3 orders in one day. The first order arrived after 2 weeks. It's been 3 weeks & I'm still only getting the notification of “In transit to the next facility” regarding my other orders. At this point, I don't believe I'll be receiving the items I've purchased. The $10 credit issued is useless because I can only use it toward making more purchases from the app which I am discouraged from doing.",2,545,2.58.0,2024-04-12 06:07:52,"Hi, thank you for reaching out. We work closely with trustworthy logistics partners to ensure that your order is delivered reliably and efficiently. We greatly appreciate your feedback and will take it into consideration to improve our logistics experience. Best wishes, Temu Team",2024-04-14 07:57:14,2.58.0
4855d2b9-ff0b-4a43-aa27-af38894e21dd,RJ Longhill,https://play-lh.googleusercontent.com/a-/ALV-UjUToMQNTcVobHx4CdVy_jCXVE6Tawj4oVxL6GQveV_Dhzwg4fKQCg,"Temu app intentionally inflates their prices and provides a misleading ""total amount saved"" to trick buyers into thinking they're getting a better deal than they really are. This is why some items don't display a price when browsing coupon pages; the hidden price is inflated several times over the real price in order to make it seem like ""free"" and ""discounted"" items are saving you more money than you really are",1,109,2.60.0,2024-04-29 02:16:57,,,2.60.0
bcba066f-adc7-4c1b-a72d-d5b4cd6d71c7,R R,https://play-lh.googleusercontent.com/a-/ALV-UjXIpMYbsFXItEeT6KgCayWG8saVAnA4h5dX9hn76nbg3YlvnQdQ,it's pretty alright. it's fun to buy cheap things. don't expect super high quality but for the price it's fun to buy stuff ya don't need for cheap as to buying expensive things ya don't need. I've gotten anything from socks to tools and for the most part everything was as stated. Just make sure to read the description and sizes and dimensions. do not trust pictures of items. some will try to trick you.,3,44,2.62.1,2024-05-01 19:45:39,,,2.62.1
527b5bc9-247b-48a0-b395-eb45bbbea273,Temu Coupon Code- afg631ᒿ7,https://play-lh.googleusercontent.com/a-/ALV-UjXTjGycCisrVeXNz2x6ugB6ujKB1vziEN9PGR7BKd0vLjSvJB8,"Enter Coupon in temu profile to get $100. No problems! No constantly issues you to comment or watch videos. The game is not hard but it's not easy either. Some level actually made me have to played several times to get it right. You mainly play the matching game to get star to basically decorate the castle and different rooms within it. Once in a while, you will actually play mini game to save the king which is also matching but it will be aiming to save the king. LOVE THAT IT HAS NO ADS!!!",5,490,2.62.1,2024-04-27 12:14:11,,,2.62.1
36e3bd1d-02c8-4aa7-8373-5eb7cc231743,Alicia Rouse,https://play-lh.googleusercontent.com/a-/ALV-UjWM8o5HpZ6pu5tzIX0Ie7pPxHLCbo3dINVAzJbGnfWeGNiwK4zD,We absolutely love the amazing deals and cool finds we get on Temu. I have gotten a ton of free items playing the games and recently got a $40 off of $100 or more coupon as well. You really can't beat these prices and they even have a price match feature that allows you to get credit back for the price difference if something you bought in the last 30 days lowers in price after you got yours! I have gotten what I thought was the best deal ever and then a week later I got $8 back on it!,5,388,2.62.1,2024-04-30 15:25:59,,,2.62.1
ab69ed67-7a4f-482b-8cf9-6bc7d91670b0,Temu Coupon Code- afg631ᒿ7,https://play-lh.googleusercontent.com/a-/ALV-UjWoDzlqaHlwbcCeVXbjheJ_o1japAeKiaqUEON3UrRaW3jovRM,"Enter Coupon in temu profile to get $100. Great temu, but many items that you can't completely skip the ""Filter"" part. I just want to go straight to use it; I don't need to go through a slow-mo to see each and every gem I've earned, nor do I want to be forced to go through the missions tutorial, when you first download the app. I can't skip straight to play football, even if I'd downloaded the app before, so I dont need to go through the tutorial again. Other than that, great actual game play!",4,1561,2.57.2,2024-04-09 13:13:12,,,2.57.2
5a601a2c-bce7-46a5-857f-01da1edc3913,Catz Balou,https://play-lh.googleusercontent.com/a-/ALV-UjU88GGyAFHoDXunufUXU5TfKKYciItNWec-JCO-2dItCr1NtEUI,Refund would be great if it ruins before 30 days. Their .925 silver is not!! It's a very light coating of silver that shows brass or copper in a short time. Prices have raised exponentially. I'll be back shopping Walmart if it keeps up. Temu has been selling beads as natural and then turns and changed many to synthetic!! Buyer beware. It's almost safe to buy clothes.,1,86,2.60.0,2024-04-20 23:29:22,"Hi, thank you for shopping on Temu! Temu's Purchase Protection program offers full refunds if your items do not arrive, arrive damaged, or do not match the description or photos (https://www.temu.com/temu-purchase-protection.html). If you need further assistance, please message us through Temu.com or Temu app live chat. Best wishes, Temu Team",2024-03-29 03:29:49,2.60.0
5d6c64b0-1834-4aea-8fe8-4c273a891b3e,Nabeel Muaddi,https://play-lh.googleusercontent.com/a-/ALV-UjUYo8WZD-quorH30DeLxvpMejD9T6Kx5QzPzo-27dgUIdGtX1QV,Overall a good experience. I've ordered several times through the Temu app and have received my items very quickly. I've even received credits when things I've purchased had become cheaper in price. The only issue I have is that sometimes the quality of items are not as good as in the descriptions. I would appreciate better quality control.,4,455,2.60.0,2024-04-18 00:34:20,,,2.60.0
15424d4d-e052-411d-980c-a1cbbb6a0a40,Janice Miller,https://play-lh.googleusercontent.com/a/ACg8ocIwEomTVYSfOUD6MvHTOlchVSZ5eG4tLbTJUrwqrfs9Sw4RzA=mo,It's so hard for me to see too small. But I ordered. A skirt pants se T. It took a while to get but I ordered a size 6 it fit perfect. I love it wore it to church. I have ordered another beige pants/skirt set in size 6. Hope it fits thecsame also a pretty. Turquoise dress with a sleeve cartigan. Sweater topper. So pretty. In size medium also size and color and. Hope it fits also. Thanks again,1,7,2.63.0,2024-05-03 18:21:51,,,2.63.0
1b5c5baa-05fd-4aca-b0d9-1d4f963c3773,Keli Wolland,https://play-lh.googleusercontent.com/a-/ALV-UjWvN4GOfQiz-ndeBG9UDOSY8dIdlnsQLNfT43jVCOuaH_vwafQzWA,"I would give this app more stars for their great deals, but it lost all of them because they programmed out ANY access to wishlists. You can't see or edit them. You can only add 300 items, but you can't see the items added. The only way to remove items is to purchase them, IF you remember they're on your list. This is completely UNPROFESSIONAL behavior. People change their minds all the time! Forcing purchases is WRONG! I NEED to access my list! Also, please add a filter for Alaska delivery.",1,1103,2.57.1,2024-04-09 01:52:51,"Hi Keli, thank you for reaching out to us and sharing your concerns. We apologize for the inconvenience. We want to assure you that we value your feedback and we have passed your suggestion to the relevant teams. If you need further assistance, please message us through Temu.com or Temu app live chat. Best wishes, Temu Team",2024-02-14 03:34:29,2.57.1
f1d3e1ae-bdee-49c1-ba3e-b0ca2f486e37,William Denham,https://play-lh.googleusercontent.com/a/ACg8ocInuP7MSJBZ-rQdp-ROaIDeRV-CC19kJ95Llk6E-jjhIGGIOg=mo,"This thing is honestly kind of bad. If you are trying to buy something small of simple, then it is perfect and a better option than Amazon. But once you get to technology, nothing works. The clothing tears way too easily and the jewelry is clearly plastic. It should literally only be used to sell school supplies. Also, EVERYTHING takes at least 3 weeks to ship to the states. Just think before you buy",3,61,2.63.0,2024-05-01 04:31:42,,,2.63.0
5c1fada5-3b93-4177-aac8-8aee711dca4a,Deb Loiselle,https://play-lh.googleusercontent.com/a-/ALV-UjUpmtCDMwaVxwwOGvrOGdFEfr6LtdEokNMpD1Td90vgc3M8ULrCfA,"Too many flashing ads and distractions. I am autistic and ADHD and find it very difficult to finish my shopping on this app. With all the flashing ads and interruptions and distractions it prevents me from completing my goal when shopping. I have made a couple of purchases, but it takes too much time for me because I have to take a break. When I take a break I lose my discounts. If you want me to be a loyal customer, please fix this problem",1,519,2.60.0,2024-04-17 15:25:51,,,2.60.0
3d765482-fb9a-42b4-8c2c-03e49f3c91b0,Nunyo Buzinezz,https://play-lh.googleusercontent.com/a/ACg8ocLTvrmxXhRjVpMN5Yn1HhdNwEVXMkKfH3cP7SwP09LnWbqiSw=mo,This is the absolute worst and most time consuming shopping app I've ever used. Temu has a vast selection of items at great prices but their promotions are extremely convoluted. There's no wish list to save items for future purchases. They always have various promos and offers but these rewards are always almost impossible to redeem because you must fulfill a plethora of tasks within a certain time frame to earn their rewards. Shopping on this app has been aggravating and frustrating.,1,534,2.58.0,2024-04-14 06:19:16,"Hello, thank you for participating in our promotional activities and we are sorry that you are experiencing difficulties with your rewards. Customer satisfaction is of the utmost importance and we are constantly working to improve our service quality. For any help, please contact us through Temu.com or Temu app live chat. Best wishes, Temu Team",2024-04-14 07:49:26,2.58.0
2d85c10f-c9e1-457b-8bc7-15ba893f141c,Kwin Tin,https://play-lh.googleusercontent.com/a-/ALV-UjU67Dhfo6WmVtF8d9sulIkpCx75cd0-8gSH0SL9gkkCiAqX2Pw,"If you're looking for small items that you constantly replace, this is the place to be, as absolutely cheap e.g. make up sponges and what not. Other than that don't even bother. Basic home essentials e.g. storage, rack even some clothes that are cheap or they offer for ""free"" (with purchase of course!) are also cheaply made = easily broken = you'll spend another one to replace it. Never fall for their free gifts either or that $100 cash back whatever, enticing but total scam!",1,75,2.62.1,2024-04-24 20:10:53,,,2.62.1
d4b17594-235c-4e5e-9d42-a4d152410b74,Ankita Sanjay,https://play-lh.googleusercontent.com/a-/ALV-UjVQ4dCsR5AL0Ge8B_agBCLIx7BLAhvKfYZHT2IO79aW_ioQ9IFp,"Enter Coupon in temu profile to get $100. If your looking for shop app to buy small stuff (makeup sponges, stationary items, containers) then it's perfect, anything else, don't waste your time on. Temu app isn't a bad as people make it out to be, there just buying the wrong stuff. Do your research before buying some of the stuff on here, and remember is quantity over quality people, you pay $2.99 for something, expect it to be worth $2.99. It's a great app to order cheap things and that's all.",3,18,2.63.0,2024-05-01 12:24:27,,,2.63.0
efcaf11f-6835-4661-89f8-09392262cbb6,Shirl Jones,https://play-lh.googleusercontent.com/a-/ALV-UjWoP0goB0Mln0A1a0yg6scET6BDxJYManRb1nOpFdXnJTGySZV_8Q,Most items are really well made and I'm satisfied with my orders but I just don't appreciate that you are constantly receiving offers that you have to purchase within minutes...Along with a limit you are expected to reach & not everyone is able to afford it!! Truly aggravating to be kinda pressured to purchase a order that is not possible unless the customer adds items! I still order from time to time but the pressure to buy became obvious & I lost quite a bit of interest. I still look!! 🤗,4,323,2.59.0,2024-04-16 21:33:14,,,2.59.0
3e0b1543-9102-493e-b6cc-581ca8f7ecc4,Temu Coupon Code- afg631ᒿ7,https://play-lh.googleusercontent.com/a-/ALV-UjXWibPFOKvi-4Z4miMqIaOcQtwGtNQjUBYIYGMNxNo5Az_NeJ5S,"Enter Coupon in temu profile to get $100. While temu offers a good experience, the number of products significantly describe temu. It's clearly an app which overtake other. Even purchasing the ""no-ads"" option does not alleviate the issue, as you're still required to watch numerous video ads. The game seems to rely heavily on these advertisements, as without them, players would likely progress through the game too quickly. It's a game that's best played while multitasking or doing something else.",3,100,2.63.0,2024-05-01 12:37:40,,,2.63.0
1ef3a836-cc23-4cc9-9c57-7a6a86f44cd7,Duane Ward,https://play-lh.googleusercontent.com/a-/ALV-UjXiDtbtfJeCvNyVA2M-rFvQKx7lHpUJe52N3cRbxjuGuCn5Q2NaYQ,"So many cool items at great prices with great shipping so far. I haven't had to return anything yet (hopefully I won't) so I can't rate that. Be aware that the photo's are almost always misleading about the sizes or even the product itself. the reviews left are not even relevant to the items. ive read several saying 5 stars because ""it looked good, or it arrived"" but the actual product has not even been tested, used, yet.",3,294,2.60.0,2024-04-20 06:19:07,,,2.60.0
fb907d72-ab73-43d8-a6db-6c48cb2c1aed,Dilip Sisodia,https://play-lh.googleusercontent.com/a-/ALV-UjXmBNiXG6CjRawGo0ACvfqbwMbF9XGDq8Ge4xYVYDpVKLZkME0n,"Enter Coupon in temu profile to get $100. Awesome app, always something new to buy. Been using temu app for a year and a half. It is absolutely amazing. Minimum to be relevant is about 300$ a month... to be competitive you will have to spend significantly more. However, Evony claims everyone has access, and there are many items and opportunities that require purchases to access. Because I have refused to spend money I have never had several powerful things that prevent me from achieving goals.",3,2,2.63.0,2024-05-05 11:07:28,,,2.63.0
f5a56481-6a5f-4cf3-8d5a-bebe0e8f05b8,Christine Zangari,https://play-lh.googleusercontent.com/a-/ALV-UjWjWPxqERyHU_ZkV7kLLfJGmWcqC_FHblHOPGiLk2Zp_Qm0Pf0,"These blouses are beautiful. Exactly as pictured in the ad, very well made, great quality, thick but cool material, & the embroidery is nicely done. It washed very well, but I line dried them (bought 2) instead of using the dryer, which is dedtroying all of my clothes. 🙄 It's a nice full cut & fits perfectly to size. I am honestly really impressed with the quality of such an affordably priced item. Perfect for casual or dress & I highly recommend it. Who says quality has to be expensive?! 🙃",5,3,2.63.0,2024-05-03 18:52:05,,,2.63.0
1db4730a-780b-4e16-9f49-ae5cc1ed30a2,Sylvia Wulf,https://play-lh.googleusercontent.com/a-/ALV-UjXDFDNrqBuyuyaw7kQzi4IFdKO2jbZnPLYxJLuVesVEOlPsWoc,"I had to mute the notifications and turn off the text messages (too many siren calls). However, once I understood the game, how they keep you looking and putting things in your cart, I found it easy to put the brakes on. Yes, they have an absolutely overwhelming and ever changing selection, and once they get a handle on what attracts your eye you'll get shown an avalanche of related options, but so far I have been reasonably happy with my purchases.",5,2245,2.53.0,2024-03-23 09:50:58,,,2.53.0
0d396717-6808-44f9-8763-6a3085809f95,Brian Riedel,https://play-lh.googleusercontent.com/a/ACg8ocLPava6TlV4elJkUNK1uCnf98-EKlPjnXG6ac2JSP4uYwOnIg=mo,"Farmland is a complete scam. I used to like Temu, but after they added the games to win free items, I lost all enthusiasm for this app. Prior to Farmland, I had made multiple purchases and spent time looking for items I wanted. Now I have spent months being strung along in there gimmick that just keeps moving the free reward farther and farther away. It will never actually give you any free items, eventually you will just get so frustrated you will quit. I won't make another order from Temu.",1,98,2.63.0,2024-04-30 13:31:42,,,2.63.0
